condition,condition_label,material,burst_kHz,volume_ml,is_reactor_volume,reactor_volume_ml,concentration_mM,equivalents_per_ion,negative_charge_equivalent_rate_per_s,negative_charge_equivalent_rate_ci_low_per_s,negative_charge_equivalent_rate_ci_high_per_s,minutes_per_ion_equivalent,minutes_per_ion_equivalent_ci_low,minutes_per_ion_equivalent_ci_high,interpretation,source_rate_reportable,source_rate_evidence_tier,assumptions
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,0.5,False,2.5,5.0,1.0,2.577141363335664e+16,2.5183415128336444e+16,2.5886991360766576e+16,0.9736467515382656,0.9692997079875265,0.9963800794608193,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal,True,exploratory_transferred_model,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,0.55,False,2.5,5.0,1.0,2.577141363335664e+16,2.5183415128336444e+16,2.5886991360766576e+16,1.0710114266920923,1.0662296787862793,1.0960180874069012,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal,True,exploratory_transferred_model,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,0.6000000000000001,False,2.5,5.0,1.0,2.577141363335664e+16,2.5183415128336444e+16,2.5886991360766576e+16,1.168376101845919,1.163159649585032,1.1956560953529833,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal,True,exploratory_transferred_model,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,0.65,False,2.5,5.0,1.0,2.577141363335664e+16,2.5183415128336444e+16,2.5886991360766576e+16,1.2657407769997453,1.2600896203837846,1.295294103299065,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal,True,exploratory_transferred_model,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,0.7000000000000001,False,2.5,5.0,1.0,2.577141363335664e+16,2.5183415128336444e+16,2.5886991360766576e+16,1.363105452153572,1.3570195911825371,1.3949321112451472,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal,True,exploratory_transferred_model,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,0.75,False,2.5,5.0,1.0,2.577141363335664e+16,2.5183415128336444e+16,2.5886991360766576e+16,1.4604701273073986,1.4539495619812899,1.494570119191229,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal,True,exploratory_transferred_model,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,0.8,False,2.5,5.0,1.0,2.577141363335664e+16,2.5183415128336444e+16,2.5886991360766576e+16,1.557834802461225,1.5508795327800424,1.594208127137311,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal,True,exploratory_transferred_model,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,0.8500000000000001,False,2.5,5.0,1.0,2.577141363335664e+16,2.5183415128336444e+16,2.5886991360766576e+16,1.6551994776150518,1.6478095035787954,1.693846135083393,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal,True,exploratory_transferred_model,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,0.9,False,2.5,5.0,1.0,2.577141363335664e+16,2.5183415128336444e+16,2.5886991360766576e+16,1.7525641527688782,1.744739474377548,1.7934841430294748,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal,True,exploratory_transferred_model,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,0.9500000000000001,False,2.5,5.0,1.0,2.577141363335664e+16,2.5183415128336444e+16,2.5886991360766576e+16,1.8499288279227049,1.8416694451763005,1.8931221509755567,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal,True,exploratory_transferred_model,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,1.0,False,2.5,5.0,1.0,2.577141363335664e+16,2.5183415128336444e+16,2.5886991360766576e+16,1.9472935030765313,1.938599415975053,1.9927601589216386,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal,True,exploratory_transferred_model,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,1.05,False,2.5,5.0,1.0,2.577141363335664e+16,2.5183415128336444e+16,2.5886991360766576e+16,2.044658178230358,2.035529386773806,2.0923981668677207,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal,True,exploratory_transferred_model,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,1.1,False,2.5,5.0,1.0,2.577141363335664e+16,2.5183415128336444e+16,2.5886991360766576e+16,2.1420228533841845,2.1324593575725586,2.1920361748138024,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal,True,exploratory_transferred_model,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,1.1500000000000001,False,2.5,5.0,1.0,2.577141363335664e+16,2.5183415128336444e+16,2.5886991360766576e+16,2.2393875285380114,2.2293893283713113,2.2916741827598845,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal,True,exploratory_transferred_model,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,1.2000000000000002,False,2.5,5.0,1.0,2.577141363335664e+16,2.5183415128336444e+16,2.5886991360766576e+16,2.336752203691838,2.326319299170064,2.3913121907059667,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal,True,exploratory_transferred_model,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,1.25,False,2.5,5.0,1.0,2.577141363335664e+16,2.5183415128336444e+16,2.5886991360766576e+16,2.4341168788456637,2.423249269968816,2.490950198652048,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal,True,exploratory_transferred_model,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,1.3,False,2.5,5.0,1.0,2.577141363335664e+16,2.5183415128336444e+16,2.5886991360766576e+16,2.5314815539994906,2.520179240767569,2.59058820659813,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal,True,exploratory_transferred_model,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,1.35,False,2.5,5.0,1.0,2.577141363335664e+16,2.5183415128336444e+16,2.5886991360766576e+16,2.6288462291533174,2.617109211566322,2.690226214544212,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal,True,exploratory_transferred_model,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,1.4000000000000001,False,2.5,5.0,1.0,2.577141363335664e+16,2.5183415128336444e+16,2.5886991360766576e+16,2.726210904307144,2.7140391823650742,2.7898642224902943,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal,True,exploratory_transferred_model,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,1.4500000000000002,False,2.5,5.0,1.0,2.577141363335664e+16,2.5183415128336444e+16,2.5886991360766576e+16,2.8235755794609703,2.810969153163827,2.889502230436376,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal,True,exploratory_transferred_model,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,1.5,False,2.5,5.0,1.0,2.577141363335664e+16,2.5183415128336444e+16,2.5886991360766576e+16,2.920940254614797,2.9078991239625798,2.989140238382458,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal,True,exploratory_transferred_model,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,1.55,False,2.5,5.0,1.0,2.577141363335664e+16,2.5183415128336444e+16,2.5886991360766576e+16,3.0183049297686235,3.004829094761332,3.08877824632854,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal,True,exploratory_transferred_model,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,1.6,False,2.5,5.0,1.0,2.577141363335664e+16,2.5183415128336444e+16,2.5886991360766576e+16,3.11566960492245,3.101759065560085,3.188416254274622,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal,True,exploratory_transferred_model,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,1.6500000000000001,False,2.5,5.0,1.0,2.577141363335664e+16,2.5183415128336444e+16,2.5886991360766576e+16,3.213034280076277,3.198689036358838,3.288054262220704,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal,True,exploratory_transferred_model,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,1.7000000000000002,False,2.5,5.0,1.0,2.577141363335664e+16,2.5183415128336444e+16,2.5886991360766576e+16,3.3103989552301036,3.295619007157591,3.387692270166786,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal,True,exploratory_transferred_model,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,1.75,False,2.5,5.0,1.0,2.577141363335664e+16,2.5183415128336444e+16,2.5886991360766576e+16,3.40776363038393,3.392548977956343,3.4873302781128674,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal,True,exploratory_transferred_model,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,1.8,False,2.5,5.0,1.0,2.577141363335664e+16,2.5183415128336444e+16,2.5886991360766576e+16,3.5051283055377565,3.489478948755096,3.5869682860589496,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal,True,exploratory_transferred_model,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,1.85,False,2.5,5.0,1.0,2.577141363335664e+16,2.5183415128336444e+16,2.5886991360766576e+16,3.602492980691583,3.586408919553848,3.6866062940050313,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal,True,exploratory_transferred_model,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,1.9000000000000001,False,2.5,5.0,1.0,2.577141363335664e+16,2.5183415128336444e+16,2.5886991360766576e+16,3.6998576558454097,3.683338890352601,3.7862443019511134,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal,True,exploratory_transferred_model,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,1.9500000000000002,False,2.5,5.0,1.0,2.577141363335664e+16,2.5183415128336444e+16,2.5886991360766576e+16,3.7972223309992366,3.7802688611513537,3.8858823098971955,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal,True,exploratory_transferred_model,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,2.0,False,2.5,5.0,1.0,2.577141363335664e+16,2.5183415128336444e+16,2.5886991360766576e+16,3.8945870061530625,3.877198831950106,3.985520317843277,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal,True,exploratory_transferred_model,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,2.0500000000000003,False,2.5,5.0,1.0,2.577141363335664e+16,2.5183415128336444e+16,2.5886991360766576e+16,3.9919516813068894,3.974128802748859,4.085158325789359,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal,True,exploratory_transferred_model,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,2.1,False,2.5,5.0,1.0,2.577141363335664e+16,2.5183415128336444e+16,2.5886991360766576e+16,4.089316356460716,4.071058773547612,4.1847963337354415,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal,True,exploratory_transferred_model,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,2.15,False,2.5,5.0,1.0,2.577141363335664e+16,2.5183415128336444e+16,2.5886991360766576e+16,4.186681031614542,4.167988744346364,4.284434341681523,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal,True,exploratory_transferred_model,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,2.2,False,2.5,5.0,1.0,2.577141363335664e+16,2.5183415128336444e+16,2.5886991360766576e+16,4.284045706768369,4.264918715145117,4.384072349627605,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal,True,exploratory_transferred_model,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,2.25,False,2.5,5.0,1.0,2.577141363335664e+16,2.5183415128336444e+16,2.5886991360766576e+16,4.381410381922195,4.361848685943869,4.4837103575736865,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal,True,exploratory_transferred_model,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,2.3000000000000003,False,2.5,5.0,1.0,2.577141363335664e+16,2.5183415128336444e+16,2.5886991360766576e+16,4.478775057076023,4.458778656742623,4.583348365519769,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal,True,exploratory_transferred_model,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,2.35,False,2.5,5.0,1.0,2.577141363335664e+16,2.5183415128336444e+16,2.5886991360766576e+16,4.576139732229849,4.5557086275413745,4.682986373465851,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal,True,exploratory_transferred_model,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,2.4000000000000004,False,2.5,5.0,1.0,2.577141363335664e+16,2.5183415128336444e+16,2.5886991360766576e+16,4.673504407383676,4.652638598340128,4.782624381411933,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal,True,exploratory_transferred_model,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,2.45,False,2.5,5.0,1.0,2.577141363335664e+16,2.5183415128336444e+16,2.5886991360766576e+16,4.7708690825375015,4.74956856913888,4.882262389358014,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal,True,exploratory_transferred_model,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,2.5,True,2.5,5.0,1.0,2.577141363335664e+16,2.5183415128336444e+16,2.5886991360766576e+16,4.8682337576913275,4.846498539937632,4.981900397304096,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal,True,exploratory_transferred_model,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,2.5500000000000003,False,2.5,5.0,1.0,2.577141363335664e+16,2.5183415128336444e+16,2.5886991360766576e+16,4.965598432845155,4.943428510736386,5.081538405250178,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal,True,exploratory_transferred_model,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,2.6,False,2.5,5.0,1.0,2.577141363335664e+16,2.5183415128336444e+16,2.5886991360766576e+16,5.062963107998981,5.040358481535138,5.18117641319626,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal,True,exploratory_transferred_model,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,2.6500000000000004,False,2.5,5.0,1.0,2.577141363335664e+16,2.5183415128336444e+16,2.5886991360766576e+16,5.160327783152809,5.137288452333892,5.280814421142343,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal,True,exploratory_transferred_model,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,2.7,False,2.5,5.0,1.0,2.577141363335664e+16,2.5183415128336444e+16,2.5886991360766576e+16,5.257692458306635,5.234218423132644,5.380452429088424,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal,True,exploratory_transferred_model,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,2.75,False,2.5,5.0,1.0,2.577141363335664e+16,2.5183415128336444e+16,2.5886991360766576e+16,5.355057133460461,5.331148393931396,5.480090437034506,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal,True,exploratory_transferred_model,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
