condition,condition_label,material,burst_kHz,volume_ml,is_reactor_volume,reactor_volume_ml,concentration_mM,equivalents_per_ion,negative_charge_equivalent_rate_per_s,negative_charge_equivalent_rate_ci_low_per_s,negative_charge_equivalent_rate_ci_high_per_s,minutes_per_ion_equivalent,minutes_per_ion_equivalent_ci_low,minutes_per_ion_equivalent_ci_high,interpretation,source_rate_reportable,source_rate_evidence_tier,assumptions
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,0.5,False,2.5,5.0,1.0,1.6915180618021698e+16,1.69151806180217e+16,1.69151806180217e+16,1.4834162125311854,1.4834162125311852,1.4834162125311852,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal; diagnostic scenario only because the source rate did not pass its passive-background reporting gate,False,not_reportable_passive_background_model_rejected,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,0.55,False,2.5,5.0,1.0,1.6915180618021698e+16,1.69151806180217e+16,1.69151806180217e+16,1.6317578337843042,1.631757833784304,1.631757833784304,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal; diagnostic scenario only because the source rate did not pass its passive-background reporting gate,False,not_reportable_passive_background_model_rejected,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,0.6000000000000001,False,2.5,5.0,1.0,1.6915180618021698e+16,1.69151806180217e+16,1.69151806180217e+16,1.7800994550374227,1.7800994550374225,1.7800994550374225,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal; diagnostic scenario only because the source rate did not pass its passive-background reporting gate,False,not_reportable_passive_background_model_rejected,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,0.65,False,2.5,5.0,1.0,1.6915180618021698e+16,1.69151806180217e+16,1.69151806180217e+16,1.928441076290541,1.9284410762905408,1.9284410762905408,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal; diagnostic scenario only because the source rate did not pass its passive-background reporting gate,False,not_reportable_passive_background_model_rejected,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,0.7000000000000001,False,2.5,5.0,1.0,1.6915180618021698e+16,1.69151806180217e+16,1.69151806180217e+16,2.07678269754366,2.0767826975436594,2.0767826975436594,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal; diagnostic scenario only because the source rate did not pass its passive-background reporting gate,False,not_reportable_passive_background_model_rejected,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,0.75,False,2.5,5.0,1.0,1.6915180618021698e+16,1.69151806180217e+16,1.69151806180217e+16,2.2251243187967784,2.225124318796778,2.225124318796778,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal; diagnostic scenario only because the source rate did not pass its passive-background reporting gate,False,not_reportable_passive_background_model_rejected,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,0.8,False,2.5,5.0,1.0,1.6915180618021698e+16,1.69151806180217e+16,1.69151806180217e+16,2.373465940049897,2.3734659400498965,2.3734659400498965,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal; diagnostic scenario only because the source rate did not pass its passive-background reporting gate,False,not_reportable_passive_background_model_rejected,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,0.8500000000000001,False,2.5,5.0,1.0,1.6915180618021698e+16,1.69151806180217e+16,1.69151806180217e+16,2.5218075613030155,2.5218075613030155,2.5218075613030155,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal; diagnostic scenario only because the source rate did not pass its passive-background reporting gate,False,not_reportable_passive_background_model_rejected,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,0.9,False,2.5,5.0,1.0,1.6915180618021698e+16,1.69151806180217e+16,1.69151806180217e+16,2.670149182556134,2.6701491825561336,2.6701491825561336,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal; diagnostic scenario only because the source rate did not pass its passive-background reporting gate,False,not_reportable_passive_background_model_rejected,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,0.9500000000000001,False,2.5,5.0,1.0,1.6915180618021698e+16,1.69151806180217e+16,1.69151806180217e+16,2.8184908038092527,2.818490803809252,2.818490803809252,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal; diagnostic scenario only because the source rate did not pass its passive-background reporting gate,False,not_reportable_passive_background_model_rejected,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,1.0,False,2.5,5.0,1.0,1.6915180618021698e+16,1.69151806180217e+16,1.69151806180217e+16,2.9668324250623708,2.9668324250623703,2.9668324250623703,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal; diagnostic scenario only because the source rate did not pass its passive-background reporting gate,False,not_reportable_passive_background_model_rejected,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,1.05,False,2.5,5.0,1.0,1.6915180618021698e+16,1.69151806180217e+16,1.69151806180217e+16,3.1151740463154898,3.1151740463154893,3.1151740463154893,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal; diagnostic scenario only because the source rate did not pass its passive-background reporting gate,False,not_reportable_passive_background_model_rejected,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,1.1,False,2.5,5.0,1.0,1.6915180618021698e+16,1.69151806180217e+16,1.69151806180217e+16,3.2635156675686083,3.263515667568608,3.263515667568608,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal; diagnostic scenario only because the source rate did not pass its passive-background reporting gate,False,not_reportable_passive_background_model_rejected,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,1.1500000000000001,False,2.5,5.0,1.0,1.6915180618021698e+16,1.69151806180217e+16,1.69151806180217e+16,3.411857288821727,3.4118572888217265,3.4118572888217265,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal; diagnostic scenario only because the source rate did not pass its passive-background reporting gate,False,not_reportable_passive_background_model_rejected,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,1.2000000000000002,False,2.5,5.0,1.0,1.6915180618021698e+16,1.69151806180217e+16,1.69151806180217e+16,3.5601989100748455,3.560198910074845,3.560198910074845,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal; diagnostic scenario only because the source rate did not pass its passive-background reporting gate,False,not_reportable_passive_background_model_rejected,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,1.25,False,2.5,5.0,1.0,1.6915180618021698e+16,1.69151806180217e+16,1.69151806180217e+16,3.7085405313279636,3.708540531327963,3.708540531327963,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal; diagnostic scenario only because the source rate did not pass its passive-background reporting gate,False,not_reportable_passive_background_model_rejected,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,1.3,False,2.5,5.0,1.0,1.6915180618021698e+16,1.69151806180217e+16,1.69151806180217e+16,3.856882152581082,3.8568821525810817,3.8568821525810817,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal; diagnostic scenario only because the source rate did not pass its passive-background reporting gate,False,not_reportable_passive_background_model_rejected,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,1.35,False,2.5,5.0,1.0,1.6915180618021698e+16,1.69151806180217e+16,1.69151806180217e+16,4.005223773834201,4.0052237738342,4.0052237738342,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal; diagnostic scenario only because the source rate did not pass its passive-background reporting gate,False,not_reportable_passive_background_model_rejected,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,1.4000000000000001,False,2.5,5.0,1.0,1.6915180618021698e+16,1.69151806180217e+16,1.69151806180217e+16,4.15356539508732,4.153565395087319,4.153565395087319,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal; diagnostic scenario only because the source rate did not pass its passive-background reporting gate,False,not_reportable_passive_background_model_rejected,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,1.4500000000000002,False,2.5,5.0,1.0,1.6915180618021698e+16,1.69151806180217e+16,1.69151806180217e+16,4.301907016340438,4.301907016340437,4.301907016340437,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal; diagnostic scenario only because the source rate did not pass its passive-background reporting gate,False,not_reportable_passive_background_model_rejected,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,1.5,False,2.5,5.0,1.0,1.6915180618021698e+16,1.69151806180217e+16,1.69151806180217e+16,4.450248637593557,4.450248637593556,4.450248637593556,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal; diagnostic scenario only because the source rate did not pass its passive-background reporting gate,False,not_reportable_passive_background_model_rejected,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,1.55,False,2.5,5.0,1.0,1.6915180618021698e+16,1.69151806180217e+16,1.69151806180217e+16,4.5985902588466745,4.5985902588466745,4.5985902588466745,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal; diagnostic scenario only because the source rate did not pass its passive-background reporting gate,False,not_reportable_passive_background_model_rejected,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,1.6,False,2.5,5.0,1.0,1.6915180618021698e+16,1.69151806180217e+16,1.69151806180217e+16,4.746931880099794,4.746931880099793,4.746931880099793,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal; diagnostic scenario only because the source rate did not pass its passive-background reporting gate,False,not_reportable_passive_background_model_rejected,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,1.6500000000000001,False,2.5,5.0,1.0,1.6915180618021698e+16,1.69151806180217e+16,1.69151806180217e+16,4.8952735013529125,4.895273501352912,4.895273501352912,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal; diagnostic scenario only because the source rate did not pass its passive-background reporting gate,False,not_reportable_passive_background_model_rejected,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,1.7000000000000002,False,2.5,5.0,1.0,1.6915180618021698e+16,1.69151806180217e+16,1.69151806180217e+16,5.043615122606031,5.043615122606031,5.043615122606031,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal; diagnostic scenario only because the source rate did not pass its passive-background reporting gate,False,not_reportable_passive_background_model_rejected,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,1.75,False,2.5,5.0,1.0,1.6915180618021698e+16,1.69151806180217e+16,1.69151806180217e+16,5.19195674385915,5.191956743859149,5.191956743859149,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal; diagnostic scenario only because the source rate did not pass its passive-background reporting gate,False,not_reportable_passive_background_model_rejected,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,1.8,False,2.5,5.0,1.0,1.6915180618021698e+16,1.69151806180217e+16,1.69151806180217e+16,5.340298365112268,5.340298365112267,5.340298365112267,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal; diagnostic scenario only because the source rate did not pass its passive-background reporting gate,False,not_reportable_passive_background_model_rejected,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,1.85,False,2.5,5.0,1.0,1.6915180618021698e+16,1.69151806180217e+16,1.69151806180217e+16,5.488639986365386,5.488639986365386,5.488639986365386,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal; diagnostic scenario only because the source rate did not pass its passive-background reporting gate,False,not_reportable_passive_background_model_rejected,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,1.9000000000000001,False,2.5,5.0,1.0,1.6915180618021698e+16,1.69151806180217e+16,1.69151806180217e+16,5.636981607618505,5.636981607618504,5.636981607618504,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal; diagnostic scenario only because the source rate did not pass its passive-background reporting gate,False,not_reportable_passive_background_model_rejected,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,1.9500000000000002,False,2.5,5.0,1.0,1.6915180618021698e+16,1.69151806180217e+16,1.69151806180217e+16,5.785323228871624,5.785323228871623,5.785323228871623,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal; diagnostic scenario only because the source rate did not pass its passive-background reporting gate,False,not_reportable_passive_background_model_rejected,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,2.0,False,2.5,5.0,1.0,1.6915180618021698e+16,1.69151806180217e+16,1.69151806180217e+16,5.9336648501247415,5.933664850124741,5.933664850124741,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal; diagnostic scenario only because the source rate did not pass its passive-background reporting gate,False,not_reportable_passive_background_model_rejected,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,2.0500000000000003,False,2.5,5.0,1.0,1.6915180618021698e+16,1.69151806180217e+16,1.69151806180217e+16,6.082006471377861,6.08200647137786,6.08200647137786,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal; diagnostic scenario only because the source rate did not pass its passive-background reporting gate,False,not_reportable_passive_background_model_rejected,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,2.1,False,2.5,5.0,1.0,1.6915180618021698e+16,1.69151806180217e+16,1.69151806180217e+16,6.2303480926309796,6.230348092630979,6.230348092630979,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal; diagnostic scenario only because the source rate did not pass its passive-background reporting gate,False,not_reportable_passive_background_model_rejected,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,2.15,False,2.5,5.0,1.0,1.6915180618021698e+16,1.69151806180217e+16,1.69151806180217e+16,6.378689713884097,6.378689713884096,6.378689713884096,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal; diagnostic scenario only because the source rate did not pass its passive-background reporting gate,False,not_reportable_passive_background_model_rejected,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,2.2,False,2.5,5.0,1.0,1.6915180618021698e+16,1.69151806180217e+16,1.69151806180217e+16,6.527031335137217,6.527031335137216,6.527031335137216,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal; diagnostic scenario only because the source rate did not pass its passive-background reporting gate,False,not_reportable_passive_background_model_rejected,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,2.25,False,2.5,5.0,1.0,1.6915180618021698e+16,1.69151806180217e+16,1.69151806180217e+16,6.675372956390334,6.6753729563903335,6.6753729563903335,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal; diagnostic scenario only because the source rate did not pass its passive-background reporting gate,False,not_reportable_passive_background_model_rejected,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,2.3000000000000003,False,2.5,5.0,1.0,1.6915180618021698e+16,1.69151806180217e+16,1.69151806180217e+16,6.823714577643454,6.823714577643453,6.823714577643453,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal; diagnostic scenario only because the source rate did not pass its passive-background reporting gate,False,not_reportable_passive_background_model_rejected,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,2.35,False,2.5,5.0,1.0,1.6915180618021698e+16,1.69151806180217e+16,1.69151806180217e+16,6.972056198896572,6.9720561988965715,6.9720561988965715,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal; diagnostic scenario only because the source rate did not pass its passive-background reporting gate,False,not_reportable_passive_background_model_rejected,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
BMIM_nitrate_4kHz,"BMIM nitrate, 4 kHz",BMIM_nitrate,4.0,2.4000000000000004,False,2.5,5.0,1.0,1.6915180618021698e+16,1.69151806180217e+16,1.69151806180217e+16,7.120397820149691,7.12039782014969,7.12039782014969,hypothetical electrical-rate transfer to a 5 mM metal-ion inventory; BMIM nitrate itself contains no metal; diagnostic scenario only because the source rate did not pass its passive-background reporting gate,False,not_reportable_passive_background_model_rejected,total_negative_electrical_charge_equivalents; 100_percent_delivery_and_utilization; not_electron_specific; not_a_chemical_yield_prediction
